meloeiro	fruta
algemar	acorrentar/agrilhoar/confinar/reter
Varanda	edifício/tecido/estrutura
arenque	peixe
descasar	separar/separar-se/partir
cobrar	determinar/contabilizar/computar/contar
Baile_de_Máscaras	baile
abate	tarefa/trabalho
amuleto	objeto/talismã
Igreja_Metodista	protestantismo
demitir	remover
arrebanhar	deslocar/mover
conservar	cozinhar/preparar/segurar/guardar/manter/reter
mácula	equívoco/falha/erro/engano
resignação	desespero
Ger	casa/lar/aposento/moradia/habitação/residência/morada/domicílio
Antigo_Testamento	testamento
bergamota	citrino/laranjeira
decisão	firmeza/juízo/opinião/ideia/selecção/escolha/seleção
Ficção_Científica	fantasia
par	jogo/marcador/grupo/Lorde/nobre/reunião/alma/indivíduo/alguém/pessoa
joanete	inchamento
passar	obter/balizar/confinar/colocar/dar/delegar/ceder/entregar/transferir/aplicar/suceder/atingir/conseguir/introduzir/inserir/andar/ir/caminhar/viajar/julgar/avaliar
bratwurst	salsicha
estranhar	alterar/mudar/modificar/expressar/proferir
mestiço	criatura/organismo/ser
cosmopolita	adulto
rosa	cor-de-rosa/arbusto/moita/mato
ágio	custo/preço
explanação	ideia/descrição/declaração
ioiô	brinquedo
homónimo	verbo/palavra/termo/vocábulo
anexação	compra/incorporação/aquisição
salmão	rosa/cor-de-rosa/peixe
perigar	existir/ser
aprisionar	prender/deter/confinar
rampa	ladeira/encosta/declive/subida/costa
furo	buraco/abertura
soldar	unir/juntar
áspide	víbora/cobra
acionar	desafiar
comprovação	selo/marca
sitiar	assaltar/atacar
levar	gastar/alterar/estar/esgotar/despender/deslocar/mover/mudar/modificar/deixar/carregar/transportar
ventar	soprar
golpear	acertar/tocar/bater
mandíbula	traço/osso
sobrenome	nome/prenome/denominação/título
horário	tempo/ideia/lista/listagem/intervalo/cronograma/agenda/plano/intenção/projecto/programa/programação/traçado/projeto/concepção
teor	texto/volume
extinguir	apagar/terminar/matar/destruir/eliminar/encerrar/concluir/finalizar
algibeira	malote/bolsa
barômetro	metro
custódia	vasilhame/confinamento/aprisionamento/vasilha/vaso
itinerário	fronteira
inexperiência	ignorância
dromedário	camelo
opor	rebater/arguir/discutir/debater/refutar
carroçaria	edifício/tecido/estrutura
rabino	título/clérigo
etnografia	antropologia
codificação	criptografia/programação
anistiar	escusar/perdoar
sanção	consentimento/aplauso/consenso/aprovação/autorização
porquinho-mealheiro	continente/contentor/caixa/jarro/vaso/vasilha
atracar	prender/vir/chegar/fixar
camuflar	esconder/encobrir/mascarar/disfarçar
externalizar	alterar/atribuir/imputar/mudar/modificar
impactar	alterar/mudar/modificar
defecação	excreção/evacuação
destituir	demitir/remover
homologar	confirmar
tamanco	sapateado/calçado
troco	dinheiro/retribuição/numerário
significação	intenção/significado/magnitude/importância
painho	papai/progenitor/mãe/papá/pai
aquisição	acção/ação/ato/feito/compra
boom	prosperidade
assassinar	matar
geofísico	geólogo
narcisismo	vaidade
bobsleigh	trenó
irredentismo	doutrina/filosofia
Monopólio	mercado
universidade	comunidade/grupo
reordenar	arranjar/dispor/classificar
sincronização	regulação/coordenação/reajuste
parcialidade	tendência
folclorista	autor/escritor
alpaca	lume/lã/liga
florestação	mudança
Comunidade	reunião
prioridade	precocidade
revirar	buscar/procurar/deslocar/mover
jau	indonésio
manganês	metal/Metais
mirtilo	fruta/fruto/baga/arbusto/moita/mato
perpetuar	preservar/manter/continuar
engessar	cobrir/tampar/revestir
gastrópodes	classe/molusco
ladrar	verbalizar/emitir/falar/dizer/conversar/proferir/soltar
sacarina	adoçante
pavilhão	barraca/prédio/tenda/edifício/naipe/emblema
chantagem	extorsão
refinaria	fábrica/usina
turvar	alterar/obscurecer/mudar/modificar/confundir/obnubilar
colunista	jornalista/periodista
legitimar	deixar/consentir/permitir
Dia_do_Trabalho	dia
recusar	conter/escapar/responder/reagir/rejeitar/reter
troiano	asiático/asiática
circunvolução	rotação
boda	cerimónia/cerimônia/festa
enchente	controlo/controle
mangual	implemento/instrumento/ferramenta
transitar	passar/atravessar
falcão	Gavião/gavião
autodidata	alma/indivíduo/alguém/pessoa
monopolização	dominação
compatibilidade	simpatia/qualidade/característica/compaixão/piedade/camaradagem
quaresma	estação/temporada/tempo
endurecer	amenizar/modificar/consolidar/mudar/alterar/atuar/agir/comportar-se/parecer
vanádio	metal/Metais
ciciar	pronunciar/falar/dizer
amora	fruta/fruto/baga
Alpes	monte/montanha
conspurcar	incriminar/acusar
íncubo	demo/sonho/demónio/diabo/cão/capeta/demônio
livreto	livro
carta	missiva/cartão/papel/Papel/documento/texto
abundância	fartura/quantidade
correspondente	comunicador
graduar	outorgar/receber/conceder/conferir
anti-herói	protagonista
imunoglobulina	proteína/anticorpo
transepto	edifício/tecido/estrutura
ketch	veleiro
reposicionar	colocar/botar/carregar/pôr
puxão	propulsão/impulsão
feiticeira	ocultista
multiculturalismo	doutrina/filosofia
rebelar	protestar
incontinência	excreção/evacuação
torturar	lesionar/lesar/machucar/ferir/angustiar/doer
destinar	ordenar/planejar
auto-retrato	retrato/pintura
baronia	fazenda
padecer	sofrer/estar/ser/doer
máximo	limitação/fronteira/limite
festar	celebrar
delator	fonte
camelô	fornecedor/comerciante/vendedor
borra	sedimento/depósito
testa	traço
reajuste	calibração
simbiose	interdependência
desapontar	decepcionar/desiludir/contrariar/frustrar
criticar	atuar/mencionar/indicar/comentar
burguês	plebeu
revanche	retribuição
corresponder	adaptar-se/adequar-se/ajustar/equivaler/igualar
desalentar	intimidar
chilro	som/ruído
sintonia	melodia/toada
rolar	enxugar/mexer/achatar/aplainar/mover/deslocar/virar-se/virar
indecisão	incerteza/dúvida
célula	ser/organismo
esfriar	tornar/alterar/mudar/modificar/revoltar-se/revoltar/atuar/agir/comportar-se/parecer
bissetriz	divisão
conversão	mudança/cálculo
ajuda	recurso/dom/dádiva/presente/brinde/doação/auxílio/assistência/socorro/ocupação/atividade
marmita	balde
clareira	campo/terreno/região/extensão
racionalização	explanação/explicação
fruta	semente/fruto
entrever	enxergar/ver/olhar
Mucosa	membrana
libertário	filósofo/advogado/representante/defensor/proponente
inverno	período/tempo/estação
ordem	sindicato/estado/solicitação/estrato/Estado/situação/condição/classe/arranjo/requerimento/petição/requisição/pedido/apelo/associação/união/sociedade/organização
monja	religioso
latrocínio	roubo/assalto
tigre	alma/indivíduo/alguém/pessoa/gato
ressaltar	surgir/aparecer
Beep	som/ruído
choça	casa/habitação/vivenda/refúgio/asilo
escombros	lixo
concorrer	correr
cozinhar	fabricar/construir/confeccionar/mudar
neurologia	medicina
enaltecimento	melhoramento
suficiência	qualidade
bombo	tambor/tímpano
jaguar	gato
clarear	colorir/desaparecer/acender/alterar/esvair/mudar/modificar/descolorir
besteirol	bobagem/besteira
temperamento	propriedade/característica/predicado/atributo
consistir	estar/ser
leito	depressão/fundo
espionar	conferir/checar
maçã	pomo/fruta
recrutador	provedor/fornecedor
gana	anseio
emocionar	comover
nostalgia	anseio/anelo/suspiro/saudade/desejo
oxicoco	fruta/fruto/baga
saibreira	pedreira/Pedreira
morfologia	gramática/biologia/Geofísica
subdividir	separar/dividir
charlatanismo	desonestidade
batimetria	medida/mensuração/medição
calendário	maquinaria/sistema/organização/estrutura/ordem/lista/listagem/máquina/tabela
coreano	asiática/asiático
vizir	serventuário/funcionário
naftalina	hidrocarboneto
reatribuir	atribuir/imputar
relaxar	afundar/tornar/revoltar-se/revoltar/afetar
fluorescência	luz
soba	estimulação
missionário	professor/mestre/instrutor/docente
peculiaridade	propriedade/característica/predicado/atributo
neutrão	nucleão
tratar	responder/iniciar/abordar/encetar/guiar/reagir/dirigir/lidar/governar/conduzir/interagir
cima	área/região
inutilidade	qualidade
contagiar	causar/dar/provocar
reinar	gerir/governar/reger
lastimar	reclamar/magoar/afligir-se/sofrer/lamentar
neocolonialismo	colonialismo
engarrafamento	multidão
pneumotórax	anormalidade
eliminar	censurar/matar/remover/retirar/tirar/destruir
Lied	canção/cantiga
açucarar	adoçar/dulcificar
revolver	buscar/deslocar/mover/procurar
sacada	edifício/tecido/estrutura
abertura	impressão/princípio/sequência/introdução/buraco/produto/utensílio/artefato/decolagem/começo/início/sucessão
publicidade	comércio/empresa/negócio/promoção/propaganda/reclamo/reclame/anúncio
número	atuação/dígito/custo/periódico/revista/jornal/ideia/idéia/concepção/conceito/abstração/atributo/soma/símbolo/aceno/emblema/sinal/Quantidade/quantidade/grandeza/magnitude/algarismo/inteiro
rastejar	andar/ir/caminhar/viajar
avaliador	crítico/autoridade/julgador
Frasco	botelha/garrafa/frasco/biberão/Garrafa
dormitório	prédio/aposento/sala/edifício/moradia/habitação/apartamento/quarto/câmara
escusar	dispensar/liberar/desculpar/perdoar
margarida	flor
grão-de-bico	legume/vegetal
copta	Cristãos/cristão/cristã/Cristão/egípcio
silenciar	consolar/aliviar/reconfortar/acalmar/confortar/suprimir/sufocar/conquistar/reprimir
rock_and_roll	Música_Popular
aprumo	certeza/equanimidade/segurança/calma
paella	prato
horizonte	estrato/fronteira/escopo/alcance
cegar	alterar/encandear/mudar/modificar
calcificar	tornar/endurecer/alterar/revoltar-se/revoltar/mudar/modificar
intersectar	ver/encontrar
pontapé	porrada/golpe
barão	nobre/par/Lorde
contusão	inchaço/traumatismo/lesão/mal/dano
sardinha	peixe
Carolina	árvore
pérgola	estrutura/infra
rico	potentado/gente/povo/população
concatenação	conexão/ligação
druida	sacerdote/padre/clérigo
notável	celebridade
Dois	dígito/número/algarismo
vender	convencer/trocar/persuadir/render-se/dar/entregar/ceder/tramitar/transacionar
assaltar	debater-se/lutar/brigar
pedir	exigir/provocar/incitar/estimular/concitar/comunicar/transmitir/perguntar-se/questionar/ponderar/interrogar/solicitar/requisitar/requerer
recibo	reconhecimento
humanização	melhoramento/melhoria
TMG	tempo
afundar	inundar/desmoronar/deslocar/mover/desabar/colapsar/quebrar/ruir
gangue	reunião/associação/união/ordem/sociedade/organização
pandeiro	tambor/tímpano
remover	eliminar/adoptar/tomar/excluir/ejetar/dividir/separar/extinguir/retirar/tirar
murmurar	reclamar/verbalizar/lamentar/falar/dizer/conversar/proferir
subtração	redução/diminuição
agravar	alterar/mudar/modificar
contrariedade	incômodo/moléstia
arrepender	experimentar/sentir
terminologia	verbo/palavra/termo/vocábulo
indemnizar	pagar
obstinar	persistir/perseverar
reciprocar	mexer/mover/deslocar
Autobahn	estrada/rodovia/auto-estrada/autoestrada
gravidade	atração
teólogo	acadêmico/estudioso/erudito/especialista
macaquear	copiar/imitar
vasopressina	hormona
teclado	manchete/ferramenta/aparelho/aparato/mecanismo/instrumento/dispositivo/equipamento
airbag	bolsa/saco/carteira/sacola/restrição/limitação
opúsculo	livro
prurido	comichão/coceira
posse	controlo/começo/controle/relação/conexão/início
mihrab	nicho
perjúrio	infração/infracção
desenterrar	localizar/mencionar/trazer/achar/descobrir/revelar/desvendar/citar/aludir
subjetivismo	qualidade
degenerar	piorar/decair
motociclista	turista/viajante
castelo	fortaleza/mansão/fortificação/solar
regar	comer/prover/molhar/provisionar/abastecer/servir/fornecer
interconectar	unir/reunir/ligar/conectar/juntar
chuviscar	chover
capitania	posto/cargo/posição
Croata	eslavo
equipe	companhia/equipa/time
montagem	estrutura/infra
heliotrópio	flor
curral	barn/celeiro/guarita
Bordéus	vinho
lituano	europeu
prata	condutor/moeda/louça
aprofundar	entender/comprender/compreender
marujo	camisa/blusa
grão-mestre	participante/jogador
laçar	conectar/capturar/misturar/amarrar/atar/ligar/pegar/emaranhar
Nafta	hidrocarboneto/solvente
Stylus	implemento/ferramenta/instrumento
ferimento	danificação/inchaço/traumatismo/lesão/mal/dano/deterioração
refrigerante	bebida/refresco/soda
desfechar	abrir
zéfiro	vento
agressor	culpado
vocábulo	verbo/descrição/palavra/termo/declaração
oceano	água/coisa
traquinar	brincar/jogar
bermuda	short
eternizar	alterar/perpetuar/mudar/modificar
campanário	Torres/quarto/Campanário/torre/roque/câmara/aposento/sala
desalinhamento	posição/espaçamento
inhame	videira/cipó/parreira/cebola
tangente	recta
registrar	afetar
designer	creador/criador
fama	renome/bisbilhotice/reputação/fofoca/honra
Maser	amplificador
desativar	alterar/mudar/modificar
paternalismo	atitude
masmorra	calabouço/quarto/câmara/aposento/sala/cela
charcutaria	vianda/carne
emigrar	migrar/mudar/mudar-se
encarceramento	punição/penalidade/castigo/penalização
visto	autorização/aprovação/sanção/consentimento
carrilhão	música
vetar	opor/ordenar/comandar/exigir
broca	pua
Sr.	título
inclinar-se	virar-se/gesticular/virar/estar/ser
denominar	nomear/chamar/rotular/classificar
destituição	Pobreza/empobrecimento/pobreza/miséria
biomassa	carburante/combustível
luminosidade	brilho
desmonte	descontinuação/interrupção
custodiar	mirar/olhar/assistir/espionar/ver/guardar/observar
mediar	jazer/agenciar/negociar
primavera	período/tempo/estação
panteão	templo
Princesa	patrício/aristocrata
pedestal	base/apoio/suporte/encosto
reducionismo	análise
biossíntese	síntese
cena	ambiente/região/território
bacharel	cavaleiro
lucro	saqué/custo/propriedade/recurso/virtude/handicap/bem/benefício/utilidade/vantagem
desentupidor	ferramenta
franquia	concessão
Infância	imaturidade
jornada	travessia/viagem/período/etapa/tempo
entronar	investir/instalar
viga	pedaço/peça/trave
sussurrar	fazer/verbalizar/ressoar/soar/falar/dizer/conversar/proferir
protagonizar	fazer/executar/desempenhar
placa	bloco/carta/chapa/lousa/produto/utensílio/artefato/edifício/tecido/estrutura
Argo	gigante
grosa	expressão/enunciado
escalonar	arranjar/dispor
lisura	textura
embasbacar-se	ver/olhar/observar/mirar
ontem	dia/passado
taxista	chofer/condutor/motorista/conductor
antena	tentáculo
tsunami	manifestação/catástrofe/calamidade/cataclismo/flagelo/tragédia/desastre/onda/vaga
Reavaliação	melhoramento
debruçar	vergar/dobrar/curvar/torcer
queixar-se	reclamar/lamentar
humanidade	homem/conjunto/grupo/qualidade
vento	tempo/clima
orçamento	fundo/descrição/ideia/capital/plano/intenção/projecto/programa/programação/traçado/projeto/concepção/declaração
vingança	revanche/retribuição
biografia	crônica/crónica
despacho	relato/partida/história/artigo
género	raça/família/tipo/categoria/classe
harpia	Águia/águia
urdir	fabricar/construir/confeccionar
nuca	rabo/traseiro
aljava	mudança
política	profissão/raciocínio/argumentação/Ciências_Sociais/programa
lojista	comerciante/mercador/negociante
cinta	chicote/laço/chibata/banda
irreverência	atitude/maldade/imoralidade
Tribunal_Internacional_de_Justiça	tribunal
moderação	redução/diminuição/grau
sinônimo	verbo/palavra/termo/vocábulo
engarrafar	colocar/armazenar/botar/carregar/pôr
toponímia	terminologia/nomenclatura
perfeito	aspecto
volume	livro/quantia/quantidade/número/medida/abstração/grandeza/magnitude
proibir	conter/ordenar/comandar/exigir/vetar/reter/criminalizar/proscrever
cobertor	colcha/cobertura/capa
virilha	ângulo
retrabalhar	trabalhar
granja	quinta/sítio/fazenda/trabalho/laboratório/oficina/emprego
corroborar	confirmar
pipoca	cereal/milho
coreografia	notação/espectáculo/show/baile/dança
apresentante	pretendente/candidato/solicitante
caveira	osso
acetona	solvente
estado	humor/espírito/condição/situação/propriedade/característica/predicado/atributo
efígie	figura/ilustração/desenho/imagem/representação
reputação	estimação/apreciação/honra
derivação	explanação/fonte/raciocínio/explicação/procedência/nascente/manancial/raiz/inferência/dedução
valo	vala/trincheira/fossa
coordenador	organizador
diatomácea	fitoplâncton/alga
abadia	templo/mosteiro/jurisdição/monastério/igreja/convento
índex	dedo
pepita	fragmento/naco/pedaço
querela	discórdia/discordância/desacordo/discrepância
apregoar	anunciar/mostrar
abrigo	alojamento/casa/edifício/tecido/estrutura/capa/fronha/segurança
rendimento	custo/ingresso/produção/provento/renda
ciclotrão	acelerador
bloqueio	batalha/combate
