meloeiro	fruta
pobreza	inferioridade/aridez/parcimónia/miséria/povo/empobrecimento/Pobreza
instigar	induzir/estimular/ajudar/manipular/encorajar/promover
instrumentalista	intérprete
parca	jaqueta
Miopatia	doença/patologia
reavaliação	valorização/melhoramento/apreciação/avaliação
desconcentrar	alterar/mudar/modificar
enlamear	obscurecer/alterar/sujar/mudar/modificar/macular/contaminar/manchar/confundir/obnubilar
girino	larva
encontrar	reunir/achar/chegar/reganhar/adquirir/comprar/atingir/provisionar/abastecer/fornecer/ter/experienciar
meio_século	período/etapa/tempo
afrodisíaco	estimulante
eslovaco	europeu/eslavo
referente	intenção/significação/significado
relativizar	ver/achar/considerar
toiro	vacum/bovinos
grânulo	joalharia/Joalheria
urro	chamada/brado
aplainar	alisar/formar
receitar	infligir/impor/ditar
pombo	pomba
acréscimo	crescimento/aumento/incremento/cláusula
característica	abstração/atributo/propriedade/inteiro/qualidade
conferência	ensino/reunião/Reunião/educação/pedagogia/debate/discussão
Chaparral	flora
molestar	violentar/atormentar/perturbar/aborrecer/amolar/agastar/vexar/incomodar/irritar/importunar/desgostar/desagradar/assaltar/agredir/atacar
estola	cachecol
utilizar	aproveitar/explorar/usar/empregar
mitigação	redução/diminuição
atum	peixe
regulamento	prescrição/norma/idéia/concepção
Álgebra	matemática_pura
vingar	castigar/penalizar
sabichona	egoísta
recomendar	elogiar/sugerir/propor/louvar
marasmo	disfunção/desnutrição
extrapolar	calcular/deduzir/depreender/concluir/inferir
barco	batel/bote/embarcação
alegação	acusação/descrição/declaração/Descrição/denúncia/arguição
ditado	princípio/expressão/locução/provérbio/idioma
cutucar	empurrar/forçar/propulsionar
Cinemática	mecânica/Mecânica
deputado	legislador/Legislador
ideograma	grafema
conductor	chofer/manipulador
Federal_aviation_administration	Governo/agência
dedicação	colaboração/cooperação
sanfona	instrumento
barbearia	loja
trabalhador	plebeu/ser_humano/alguém/obreiro/assalariado/empregado/operário
sálvia	maconha
continuação	placar/Post-Scriptum/ocupação/atividade/duração/Post-scriptum
recompensa	galardão/estímulo/prémio/prêmio/pagamento/estimulante
alçar	elevar/deslocar/mover/erguer
Crina	Pêlo/pêlo
afetar	atuar/referir/relacionar/concernir/alterar/mudar/modificar/impactar/agir
fundo_de_maneio	ativo/recursos/activos
meio_ambiente	região
ser_humano	causador/ser/hominídeo
alcançar	chegar/estar/suceder/atingir/conseguir
tambor	cilindro
apego	emoção/impressão/afecção/carinho/afeição/amor
forte	virtude/vantagem/propriedade/defesa
protelar	adiar
papai	progenitor/mãe/papá/pai/painho
Caligrafia	caligrafia
interromper	atuar/penetrar/suspender/intrometer/intrometer-se/terminar/parar/acabar/cessar/agir/encerrar/concluir/finalizar
common_law	Direito_civil/lei/direito_civil/jurisprudência/ciências_jurídicas
urânio	metal/Metais/metais
Feiticeiro	ocultista
paranóia	psicose
previsão	descrição/declaração/Descrição/predição
matéria	informação
muro	divisória/parede/paredes
eletrocardiograma	gráfico
bicho	insecto/conscrito/inseto/Insectos/recruta/ser
era	etapa/época/tempo/período/idade
ingratidão	emoção/impressão
desumanização	degradação
chinês	asiático/asiática
nervo	denodo/determinação/auto-controle/fascículo
passadeira	caminho/estrada/trilha
abandonar	cessar/escapar/entregar/mudar/desamparar/alterar/retirar-se/ceder/passar/fugir/evadir-se/descartar/descontinuar/terminar/parar/deixar/acabar/finalizar/desistir/partir/sair/desertar
demônio	exclamação
barraco	refúgio/asilo
endeusar	exaltar
priapismo	doença/patologia
astronauta	turista/viajante
calha	trincheira
ruibarbo	legume/maconha/verdura/hortaliça
presumir	provar/antecipar/atuar/agir/comportar-se/parecer/evitar/atestar
adúltero	depravado/libertino
observação	verdade/medida/percepção/comentário/mensuração/medição/observância/vislumbre/olhar/descrição/declaração/Descrição
tramitar	interagir
cooperativismo	organização/sociedade/ordem/união/associação
microcosmo	exemplar/exemplo
projetar	desenhar/atribuir/imputar/esboçar/apresentar
encarar	confrontar/virar-se/ver/estar/virar/olhar/mirar/defrontar/enfrentar
projecção	figura/ilustração/desenho/representação
excetuar	eliminar
rotação	mudança
membrana	musculatura/placa/chapa/lousa
fontanela	orifício
disco	placa
cota	atribuição/alocação
fervura	aquecimento/calor/esquentamento/evaporação/vapor
fitoterapia	terapia
marcha	romaria/caminhada/progressão/máquina/mecanismo/avanço/procissão/preparação
apontamento	anotação/nota/comentário
chacinar	matar
direção	gestão/administração/estrada/itinerário/caminho/rota/linha
vidro	louça/sólido
astrofísica	Astronomia/astronomia
raptor	criminoso
analfabeto	ignorante
interruptor	chave
autodeterminação	discrição
ditar	proclamar/infligir/gerir/reger/governar/reinar/transmitir/comunicar/impor
desalento	desespero
criatividade	capacidade/talento/faculdade/habilidade/Criatividade
amarrotar	mudar
emagrecer	tornar/revoltar-se/revoltar
tecer	fabricar/construir/confeccionar
atribuição	ativo/recursos/activos/alocação
necrológio	anúncio/aviso
inquérito	questionamento/Pesquisa/pergunta/questão/solicitação/requerimento/petição/requisição/pedido/apelo/pesquisa/investigação
Antiácido	agente
obliteração	devastação
tripulação	equipe/companhia/time
reverenciar	amar/prezar/venerar
raiz	lugar
Petrologia	Geomorfologia/morfologia/geomorfologia
cativar	atrair
ignição	máquina/mecanismo/labareda/flama
pingar	precipitar/derramar/entornar
regador	continente/contentor/caixa/jarro/vaso/vasilha
desagregação	espalhamento
reportar-se	sugerir/aludir/transmitir
induzir	convidar/decidir/efetuar/inferir/concluir/chegar/achar/deduzir/ocasionar/produzir/provocar
instigação	indução
pedraria	edifício/tecido
mel	adoçante
menta	maconha
alternador	gerador
desorientar	confundir
obrigar	relacionar-se/relacionar/induzir/constranger/compelir/forçar
ataúde	caixa
Gavião	aves_de_rapina
desfraldar	instruir
almofadinha	varão/macho/homem
voto	declaração/selecção/escolha/seleção
vagão	automotora/automóvel/comboio/carro/trem
bico	boca
Socialite	personagem
ração	atribuição
responsabilização	susceptibilidade
descrença	dúvida/incerteza
Longa-metragem	película/filme/cinema/produção
esmagar	rebaixar/prensar/separar/aviltar/humilhar/mortificar/dividir/desmoronar
discurso	faculdade/comunicação/comunicado/talento
Calçadeira	ferramenta/aparelho/aparato/mecanismo/instrumento/equipamento
desprender	remover/emitir/tirar
trama	pano/têxteis/fazenda/tecido/sistema/organização/ordem
tormento	sofrimento/angústia/Dor/dor
cercar	rodear/assaltar/angustiar/afligir/atacar
asfaltar	pavimentar/cobrir/revestir
congratular	sentir
Rodio	metal/Metais/metais
zooplâncton	animal/bicho/ser/besta
Escara	crosta
larva	animal/bicho/ser/besta
exsudar	expelir
apetrechar	suprir/fornecer/abastecer
Broker	empresário
honestidade	justiça/moralidade/moral/virtude
dietista	louvado/perito/expert/experto
liana	videira/cipó/parreira
sabugo	coração
agachar	vergar/sentar/sentar-se/curvar
detectar	avistar/divisar/ver
mobilidade	qualidade
luar	luz
lamentar	magoar/reclamar/rejeitar/recusar/solenizar/celebrar/afligir-se/sofrer/sentir/informar
referendar	confirmar
Andróide	robô/robot/andróide
infectar	causar/sujar/impressionar/provocar/comover/afetar/contaminar
suchi	prato
Stupa	relicário/santuário
informante	trapaceiro
produção	apresentação/criação/show/produto/acção/ação/indústria
consumação	culminação/conclusão/finalização/ação/atividade
lacrau	aracnídeo
confirmar	jurar/fortificar/comunicar/combinar/deferir/sancionar/corroborar/substanciar/provar/suportar/afirmar/concordar/corresponder/transmitir/fortalecer
mastaba	sepultura/túmulo/tumba
fragilidade	Vulnerabilidade/vulnerabilidade/debilidade
arrefecimento	máquina/mecanismo
adversário	contendor/ser_humano/alguém
carvão	pintura/fragmento/carbono/petróleo/figura/desenho/ilustração/carburante/combustível
roldana	máquina
símio	primata
entulho	resíduos/lixo/resíduos_sólidos
agrilhoar	confinar/reter
injecção	gesto/sinal
igreja	instituto/instituição/prédio/edifício
suporte	apoio/base/ferramenta/aparelho/aparato/mecanismo/instrumento/equipamento/auxílio/ajuda/assistência/ocupação/atividade/encosto
epidemia	ocorrência/acontecimento/erupção/deflagração/surto/Surto/explosão
fincar	bater
citação	mandato/entrega/Intimação/apontamento/anotação/nota/excerto/extrato/passagem/mandado
livro-caixa	registro
madrinha	fiador
encorajar	induzir/empolgar/incentivar/inspirar/exaltar/apoiar/ajudar/alentar
punição	penalidade/castigo/penalização
reformar	aperfeiçoar/modelar/influenciar/alterar/determinar/melhorar/moldar/formar/mudar/modificar
numeral	Simbolo/aceno/sinal
branco	varão/macho/homem/caucasiano/caucasiana/ser_humano/alguém
tromboflebite	flebite/Flebite
embrulhar	embalar/cobrir/tampar
herbívoro	animal/bicho/ser/besta
heterossexual	ser_humano/alguém
vitória_de_Pirro	vitória
Modernismo	hábito/costume
assobio	ruído
enjeitar	contradizer/negar
arcebispo	bispo
subverter	destroçar/alterar/mudar/modificar/arruinar/destruir/estraçalhar/detonar
Organizações_internacionais	coalizão/aliança
boxar	debater-se/brigar
Adolescência	época/período
Coleção	raridade
moradia	casa
Folha-de-flandres	revestimento
goma	implemento/instrumento/ferramenta
musculatura	sistema
guarda-redes	jogador/futebolista
frivolidade	peculiaridade/feição
sistema_monetário	critério
descansar	jazer
rancor	aversão/ressentimento/repulsa/inimizade/hostilidade
protozoário	protoctista/filo/Filo
Honestidade	justiça/honestidade
atalho	estradas/caminho/estrada/rodovia/via
deferir	permitir
fiduciário	ser_humano/alguém
galgo	corredor
sossegar	enfraquecer/acalmar/silenciar
anticoagulante	remédio/medicamento/produtos_farmacêuticos
etrusco	italiano/itálico
musicologia	ciências_humanas
abalo	emoção/impressão
permanência	duração/tempo/acção/ação
purificação	atividade/limpeza
papo	discussão/discurso
soar	ressoar/tocar
investigação	Pesquisa/buscar/tarefa/trabalho/pesquisa/inquérito
morrer	desesperar/desaparecer/sofrer/parar/desmoronar/sentir/sumir/mudar/alterar/perecer/falecer/tornar/revoltar-se/revoltar
camião	caminhão
fóssil	idoso/velho/resto
estepe	planície/campanha
peregrinação	jornada/travessia
hostilizar	atuar/agir
toxicologia	Farmacologia/farmacologia
auge	período/etapa/tempo/grau/ápice/fase
gay	ser_humano/alguém
generalidade	pensamento/idéia/qualidade
Atopia	alergia
Organização_do_tratado_do_atlântico_norte	Organizações_internacionais/Organização_internacional
Copa_do_Mundo	torneio
regimento	corpo
seca	período/etapa/tempo/aridez/secura
contra-senha	arcano/segredo
abarcar	conter/incluir
Menchevique	socialista
Prémio	Simbolo/aceno/sinal
enseada	oceano/água/desfiladeiro/fiorde
afloramento	pedra
liberal	terceira_idade/adulto
adjudicar	provocar/causar
replantar	envasar/colocar/plantar
efeméride	dia
Dioptria	Medição/unidade/Medida
lucrar	comprar/atingir/adquirir/beneficiar
inspeção	reunião/teste/inspecção/encontro/inspecionar/examinar
bagatela	ninharia/minúcia/objeto
transpor	virar/reverter
Radiação	energia
intranet	rede
Torá	rolo/pergaminho
misterio	embaraço/perplexidade
contrastar	separar/diferenciar/distinguir
solidão	tristeza/incomunicação/disposição/pesar
tecnologia_das_comunicações	engenharia/tecnologia
g	caractér/carácter
mapa	figura/ilustração/desenho/representação
Tatuagem	ornamento
despertador	relógio
apiedar	magoar/afligir-se/sofrer
Amarra	fio/linha
Maxilar	mandíbula
santa	Deus/deus/divindade/deusa
desligar	ligar/tornar/revoltar-se/revoltar
mina	moça/garota/mulher/senhorita
Dance_music	música
amortização	redução/pagamento/diminuição
Saltério	missal
transfigurar	alterar/virar/mudar/modificar/reverter
interiorizar	atribuir/imputar
calamidade	acidente/azar/má_sorte/infortúnio
avariar	danificar/alterar/mudar/modificar
Fuga	Música_Clássica/Música_Erudita
sashimi	prato
genocídio	homicídio/morte
lua-de-mel	período/féria/férias/feria/etapa/tempo
Kaiser	imperador
Natureza	mundo/cosmo/universo/natureza/criação/Universo
um	algarismo
histamina	amina
batista	pano/têxteis/fazenda/tecido
ponto_quente	lugar/região
capitânia	barco/embarcação
celha	pêlo/Pêlo
subscrever	concordar/redigir/escrever/acordar
limite	inspeção/extensão/teste/alcance/inspecção/fronteiras/extremidade/fronteira/borda
projectar	apresentar
promover	sugerir/delegar/elogiar/louvar/apoiar/ajudar/propor
lar	Ambiente/raiz/manancial/nascente/procedência/casa/aposento/moradia/habitação/residência/ambiente
lenhador	obreiro/trabalhador/operário
machucar	indispor/contundir/avariar/lesionar/doer/aleijar/danificar/confundir/perturbar/lesar/ferir
tijolo	cerâmica/materiais_de_construção/Materiais_de_construção
maometismo	civilização
mansão	casa/habitação
Aerodinâmica	Mecânica/mecânica
inflorescência	floração/Flores/flores
réptil	vertebrado
baratear	piorar/exacerbar/agravar
provisionar	entregar
algarismo	numeral/inteiro
ministração	remédio
canário	tentilhão
justificação	explanação/consideração/exoneração/justificativa/circunstância/explicação
Politeísmo	teísmo/Teísmo
merecer	estar/ser
Queda_Livre	queda
camarilha	grupo/ordem
proliferação	crescimento/acréscimo/aumento/incremento
gear	precipitar
potencialidade	habilidade/capacidade
medicina	ciências_da_vida
agrupar-se	classificar
crocitar	emitir/soltar
combinação	sequência/cáculo/operação/montão/colecção/ruma/chusma/coleção/grupo/aglomeração
velejar	andar/viajar
trote	astúcia/andar/sacanagem/travessura/gozação/diversão
galgar	subir
beira	fronteira/limite/borda/litoral/ribanceira/orla
padrão	intercorrência/critério/escolha/eleição/alternativa
km/h	velocidade
liquefazer	mudar
empacotar	encaixotar/selar/vedar/cobrir/tampar
assolar	destroçar/arruinar/destruir/estraçalhar/detonar
Cannabis_sativa	cânhamo/maconha
auto-ajuda	auxílio/ajuda/assistência
Xintoísmo	religião/fé
acolher	amparar/cumprimentar/abrigar/saudar
cólica	dor
montanha_russa	ele
agir	atuar
verbo_auxiliar	verbo
esgravatar	buscar
degelar	liquidificar/liquefazer
sarcoma	câncer/cancro
morte_cerebral	morte
origami	arte
resistir	defender/escapar/durar/arrostar/agir/afrontar/relutar/atuar/opor-se/debater-se/brigar/desobedecer
pardal	Passeriformes
maçom	irmão
desdobrar-se	progredir/desenvolver
cinismo	filósofo/pessimismo
Horda_de_Ouro	horda
restinga	cume/aresta
perambular	andar/caminhar/viajar
pitão	jibóia
fosfato	sal
aba	limite/fronteira
Radioterapia	terapia
sustentação	amparo/suporte
açor	Gavião/gavião
distintivo	qualidade/característica
teosofia	sistema
quarentena	incomunicação
optometria	prática
turista	viajante/ser_humano/alguém
intento	objetivo/propósito/finalidade/intenção/meta
embalsamar	acautelar
crioulo	negro/negra
palavrão	verbo/profanação/palavra/vocábulo/Palavrão
Numerologia	campo/disciplina
concepção	princípio/criatividade/sexo/Criatividade/pensamento/idéia/início/começo/transa
ratear	dispor/alienar
Unitarismo	Protestantismo/protestantismo
faísca	fragmento/vivacidade/vitalidade/expressão/verve/elã
agonia	sofrimento/tormento/angústia/Dor/martírio/dor/tortura
síncope	pronúncia/tempo
enroscar	mexer/mover/deslocar
pratear	colorizar/colorir
descrer	rejeitar
evacuar	sair/retirar-se/esvaziar/partir
implementar	utilizar/obrigar/usar/empregar/constranger/compelir/forçar
empolgar	encorajar/alentar
etiqueta	tag/prescrição/norma/marca/rótulo
desferir	deslocar/mover
estilhaço	munição
reestruturar	organizar/estruturar
polémica	discordância/querela/disputa/contestação/discussão
isquemia	anemia
citar	escrever/referir/mencionar/compor/aludir/redizer/reapresentar/repetir/reiterar
refrigerador	geladeira/frigorífico/Frigorífico
caxemirense	hindu
vestíbulo	quarto/aposento/sala
numerar	nomear/identificar/designar/denominar
equiparar	considerar/julgar/pensar/alterar/mudar/modificar
retalho	venda
mesura	gesto/Gesto
imame	Muçulmanos/líder/chefe
Óleoduto	tubulação/canal/duto
resto	pano/objeto/porção/parte
